sample_id	biological_id	source_biological_id	population	era	library_id	read_group	sequencing_run	source_id	source_r1	source_r2	symlink_r1	symlink_r2
OchATum035_Ex1-4G-lcwgs-2_RG-OchATum035-LH00516-290-22M5VHLT4-L4-4G-B2	OchATum035	Och-ATum_035	ATum	historical	Ex1-4G-lcwgs-2	RG-OchATum035-LH00516-290-22M5VHLT4-L4-4G-B2	4th	Och-ATum_035-Ex1-4G-lcwgs-2-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ATum_035-Ex1-4G-lcwgs-2-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ATum_035-Ex1-4G-lcwgs-2-2.2.fq.gz	data/symlinks/OchATum035_Ex1-4G-lcwgs-2_RG-OchATum035-LH00516-290-22M5VHLT4-L4-4G-B2_R1.fastq.gz	data/symlinks/OchATum035_Ex1-4G-lcwgs-2_RG-OchATum035-LH00516-290-22M5VHLT4-L4-4G-B2_R2.fastq.gz
OchATum036_Ex1-5G-lcwgs-2_RG-OchATum036-LH00516-290-22M5VHLT4-L4-5G-B2	OchATum036	Och-ATum_036	ATum	historical	Ex1-5G-lcwgs-2	RG-OchATum036-LH00516-290-22M5VHLT4-L4-5G-B2	4th	Och-ATum_036-Ex1-5G-lcwgs-2-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ATum_036-Ex1-5G-lcwgs-2-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ATum_036-Ex1-5G-lcwgs-2-2.2.fq.gz	data/symlinks/OchATum036_Ex1-5G-lcwgs-2_RG-OchATum036-LH00516-290-22M5VHLT4-L4-5G-B2_R1.fastq.gz	data/symlinks/OchATum036_Ex1-5G-lcwgs-2_RG-OchATum036-LH00516-290-22M5VHLT4-L4-5G-B2_R2.fastq.gz
OchCBur013_Ex1-1A-lcwgs-1_RG-OchCBur013-LH00516-290-22M5VHLT4-L4-1A-B1	OchCBur013	Och-CBur_013	CBur	modern	Ex1-1A-lcwgs-1	RG-OchCBur013-LH00516-290-22M5VHLT4-L4-1A-B1	4th	Och-CBur_013_Ex1-1A-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_013_Ex1-1A-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_013_Ex1-1A-lcwgs-1-2.2.fq.gz	data/symlinks/OchCBur013_Ex1-1A-lcwgs-1_RG-OchCBur013-LH00516-290-22M5VHLT4-L4-1A-B1_R1.fastq.gz	data/symlinks/OchCBur013_Ex1-1A-lcwgs-1_RG-OchCBur013-LH00516-290-22M5VHLT4-L4-1A-B1_R2.fastq.gz
OchCBur015_Ex1-2E-lcwgs-1_RG-OchCBur015-LH00516-290-22M5VHLT4-L4-2E-B1	OchCBur015	Och-CBur_015	CBur	modern	Ex1-2E-lcwgs-1	RG-OchCBur015-LH00516-290-22M5VHLT4-L4-2E-B1	4th	Och-CBur_015_Ex1-2E-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_015_Ex1-2E-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_015_Ex1-2E-lcwgs-1-2.2.fq.gz	data/symlinks/OchCBur015_Ex1-2E-lcwgs-1_RG-OchCBur015-LH00516-290-22M5VHLT4-L4-2E-B1_R1.fastq.gz	data/symlinks/OchCBur015_Ex1-2E-lcwgs-1_RG-OchCBur015-LH00516-290-22M5VHLT4-L4-2E-B1_R2.fastq.gz
OchCBur016_Ex1-3A-lcwgs-1_RG-OchCBur016-LH00516-290-22M5VHLT4-L4-3A-B1	OchCBur016	Och-CBur_016	CBur	modern	Ex1-3A-lcwgs-1	RG-OchCBur016-LH00516-290-22M5VHLT4-L4-3A-B1	4th	Och-CBur_016_Ex1-3A-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_016_Ex1-3A-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_016_Ex1-3A-lcwgs-1-2.2.fq.gz	data/symlinks/OchCBur016_Ex1-3A-lcwgs-1_RG-OchCBur016-LH00516-290-22M5VHLT4-L4-3A-B1_R1.fastq.gz	data/symlinks/OchCBur016_Ex1-3A-lcwgs-1_RG-OchCBur016-LH00516-290-22M5VHLT4-L4-3A-B1_R2.fastq.gz
OchCBur017_Ex1-3H-lcwgs-1_RG-OchCBur017-LH00516-290-22M5VHLT4-L4-3H-B1	OchCBur017	Och-CBur_017	CBur	modern	Ex1-3H-lcwgs-1	RG-OchCBur017-LH00516-290-22M5VHLT4-L4-3H-B1	4th	Och-CBur_017_Ex1-3H-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_017_Ex1-3H-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_017_Ex1-3H-lcwgs-1-2.2.fq.gz	data/symlinks/OchCBur017_Ex1-3H-lcwgs-1_RG-OchCBur017-LH00516-290-22M5VHLT4-L4-3H-B1_R1.fastq.gz	data/symlinks/OchCBur017_Ex1-3H-lcwgs-1_RG-OchCBur017-LH00516-290-22M5VHLT4-L4-3H-B1_R2.fastq.gz
OchCBur018_Ex1-4G-lcwgs-1_RG-OchCBur018-LH00516-290-22M5VHLT4-L4-4G-B1	OchCBur018	Och-CBur_018	CBur	modern	Ex1-4G-lcwgs-1	RG-OchCBur018-LH00516-290-22M5VHLT4-L4-4G-B1	4th	Och-CBur_018_Ex1-4G-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_018_Ex1-4G-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_018_Ex1-4G-lcwgs-1-2.2.fq.gz	data/symlinks/OchCBur018_Ex1-4G-lcwgs-1_RG-OchCBur018-LH00516-290-22M5VHLT4-L4-4G-B1_R1.fastq.gz	data/symlinks/OchCBur018_Ex1-4G-lcwgs-1_RG-OchCBur018-LH00516-290-22M5VHLT4-L4-4G-B1_R2.fastq.gz
OchCBur021_Ex1-6F-lcwgs-1_RG-OchCBur021-LH00516-290-22M5VHLT4-L4-6F-B1	OchCBur021	Och-CBur_021	CBur	modern	Ex1-6F-lcwgs-1	RG-OchCBur021-LH00516-290-22M5VHLT4-L4-6F-B1	4th	Och-CBur_021_Ex1-6F-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_021_Ex1-6F-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_021_Ex1-6F-lcwgs-1-2.2.fq.gz	data/symlinks/OchCBur021_Ex1-6F-lcwgs-1_RG-OchCBur021-LH00516-290-22M5VHLT4-L4-6F-B1_R1.fastq.gz	data/symlinks/OchCBur021_Ex1-6F-lcwgs-1_RG-OchCBur021-LH00516-290-22M5VHLT4-L4-6F-B1_R2.fastq.gz
OchCBur022_Ex1-7B-lcwgs-1_RG-OchCBur022-LH00516-290-22M5VHLT4-L4-7B-B1	OchCBur022	Och-CBur_022	CBur	modern	Ex1-7B-lcwgs-1	RG-OchCBur022-LH00516-290-22M5VHLT4-L4-7B-B1	4th	Och-CBur_022_Ex1-7B-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_022_Ex1-7B-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_022_Ex1-7B-lcwgs-1-2.2.fq.gz	data/symlinks/OchCBur022_Ex1-7B-lcwgs-1_RG-OchCBur022-LH00516-290-22M5VHLT4-L4-7B-B1_R1.fastq.gz	data/symlinks/OchCBur022_Ex1-7B-lcwgs-1_RG-OchCBur022-LH00516-290-22M5VHLT4-L4-7B-B1_R2.fastq.gz
OchCBur023_Ex1-7G-lcwgs-1_RG-OchCBur023-LH00516-290-22M5VHLT4-L4-7G-B1	OchCBur023	Och-CBur_023	CBur	modern	Ex1-7G-lcwgs-1	RG-OchCBur023-LH00516-290-22M5VHLT4-L4-7G-B1	4th	Och-CBur_023_Ex1-7G-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_023_Ex1-7G-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_023_Ex1-7G-lcwgs-1-2.2.fq.gz	data/symlinks/OchCBur023_Ex1-7G-lcwgs-1_RG-OchCBur023-LH00516-290-22M5VHLT4-L4-7G-B1_R1.fastq.gz	data/symlinks/OchCBur023_Ex1-7G-lcwgs-1_RG-OchCBur023-LH00516-290-22M5VHLT4-L4-7G-B1_R2.fastq.gz
OchCBur025_Ex1-1B-lcwgs-1_RG-OchCBur025-LH00516-290-22M5VHLT4-L4-1B-B1	OchCBur025	Och-CBur_025	CBur	modern	Ex1-1B-lcwgs-1	RG-OchCBur025-LH00516-290-22M5VHLT4-L4-1B-B1	4th	Och-CBur_025_Ex1-1B-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_025_Ex1-1B-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_025_Ex1-1B-lcwgs-1-2.2.fq.gz	data/symlinks/OchCBur025_Ex1-1B-lcwgs-1_RG-OchCBur025-LH00516-290-22M5VHLT4-L4-1B-B1_R1.fastq.gz	data/symlinks/OchCBur025_Ex1-1B-lcwgs-1_RG-OchCBur025-LH00516-290-22M5VHLT4-L4-1B-B1_R2.fastq.gz
OchCBur028_Ex1-3B-lcwgs-1_RG-OchCBur028-LH00516-290-22M5VHLT4-L4-3B-B1	OchCBur028	Och-CBur_028	CBur	modern	Ex1-3B-lcwgs-1	RG-OchCBur028-LH00516-290-22M5VHLT4-L4-3B-B1	4th	Och-CBur_028_Ex1-3B-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_028_Ex1-3B-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_028_Ex1-3B-lcwgs-1-2.2.fq.gz	data/symlinks/OchCBur028_Ex1-3B-lcwgs-1_RG-OchCBur028-LH00516-290-22M5VHLT4-L4-3B-B1_R1.fastq.gz	data/symlinks/OchCBur028_Ex1-3B-lcwgs-1_RG-OchCBur028-LH00516-290-22M5VHLT4-L4-3B-B1_R2.fastq.gz
OchCBur029_Ex1-4A-lcwgs-1_RG-OchCBur029-LH00516-290-22M5VHLT4-L4-4A-B1	OchCBur029	Och-CBur_029	CBur	modern	Ex1-4A-lcwgs-1	RG-OchCBur029-LH00516-290-22M5VHLT4-L4-4A-B1	4th	Och-CBur_029_Ex1-4A-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_029_Ex1-4A-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_029_Ex1-4A-lcwgs-1-2.2.fq.gz	data/symlinks/OchCBur029_Ex1-4A-lcwgs-1_RG-OchCBur029-LH00516-290-22M5VHLT4-L4-4A-B1_R1.fastq.gz	data/symlinks/OchCBur029_Ex1-4A-lcwgs-1_RG-OchCBur029-LH00516-290-22M5VHLT4-L4-4A-B1_R2.fastq.gz
OchCBur030_Ex1-4H-lcwgs-1_RG-OchCBur030-LH00516-290-22M5VHLT4-L4-4H-B1	OchCBur030	Och-CBur_030	CBur	modern	Ex1-4H-lcwgs-1	RG-OchCBur030-LH00516-290-22M5VHLT4-L4-4H-B1	4th	Och-CBur_030_Ex1-4H-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_030_Ex1-4H-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_030_Ex1-4H-lcwgs-1-2.2.fq.gz	data/symlinks/OchCBur030_Ex1-4H-lcwgs-1_RG-OchCBur030-LH00516-290-22M5VHLT4-L4-4H-B1_R1.fastq.gz	data/symlinks/OchCBur030_Ex1-4H-lcwgs-1_RG-OchCBur030-LH00516-290-22M5VHLT4-L4-4H-B1_R2.fastq.gz
OchCBur032_Ex1-6B-lcwgs-1_RG-OchCBur032-LH00516-290-22M5VHLT4-L4-6B-B1	OchCBur032	Och-CBur_032	CBur	modern	Ex1-6B-lcwgs-1	RG-OchCBur032-LH00516-290-22M5VHLT4-L4-6B-B1	4th	Och-CBur_032_Ex1-6B-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_032_Ex1-6B-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_032_Ex1-6B-lcwgs-1-2.2.fq.gz	data/symlinks/OchCBur032_Ex1-6B-lcwgs-1_RG-OchCBur032-LH00516-290-22M5VHLT4-L4-6B-B1_R1.fastq.gz	data/symlinks/OchCBur032_Ex1-6B-lcwgs-1_RG-OchCBur032-LH00516-290-22M5VHLT4-L4-6B-B1_R2.fastq.gz
OchCBur035_Ex1-7H-lcwgs-1_RG-OchCBur035-LH00516-290-22M5VHLT4-L4-7H-B1	OchCBur035	Och-CBur_035	CBur	modern	Ex1-7H-lcwgs-1	RG-OchCBur035-LH00516-290-22M5VHLT4-L4-7H-B1	4th	Och-CBur_035_Ex1-7H-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_035_Ex1-7H-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_035_Ex1-7H-lcwgs-1-2.2.fq.gz	data/symlinks/OchCBur035_Ex1-7H-lcwgs-1_RG-OchCBur035-LH00516-290-22M5VHLT4-L4-7H-B1_R1.fastq.gz	data/symlinks/OchCBur035_Ex1-7H-lcwgs-1_RG-OchCBur035-LH00516-290-22M5VHLT4-L4-7H-B1_R2.fastq.gz
OchCBur037_Ex1-1C-lcwgs-1_RG-OchCBur037-LH00516-290-22M5VHLT4-L4-1C-B1	OchCBur037	Och-CBur_037	CBur	modern	Ex1-1C-lcwgs-1	RG-OchCBur037-LH00516-290-22M5VHLT4-L4-1C-B1	4th	Och-CBur_037_Ex1-1C-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_037_Ex1-1C-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_037_Ex1-1C-lcwgs-1-2.2.fq.gz	data/symlinks/OchCBur037_Ex1-1C-lcwgs-1_RG-OchCBur037-LH00516-290-22M5VHLT4-L4-1C-B1_R1.fastq.gz	data/symlinks/OchCBur037_Ex1-1C-lcwgs-1_RG-OchCBur037-LH00516-290-22M5VHLT4-L4-1C-B1_R2.fastq.gz
OchCBur038_Ex1-2A-lcwgs-1_RG-OchCBur038-LH00516-290-22M5VHLT4-L4-2A-B1	OchCBur038	Och-CBur_038	CBur	modern	Ex1-2A-lcwgs-1	RG-OchCBur038-LH00516-290-22M5VHLT4-L4-2A-B1	4th	Och-CBur_038_Ex1-2A-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_038_Ex1-2A-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_038_Ex1-2A-lcwgs-1-2.2.fq.gz	data/symlinks/OchCBur038_Ex1-2A-lcwgs-1_RG-OchCBur038-LH00516-290-22M5VHLT4-L4-2A-B1_R1.fastq.gz	data/symlinks/OchCBur038_Ex1-2A-lcwgs-1_RG-OchCBur038-LH00516-290-22M5VHLT4-L4-2A-B1_R2.fastq.gz
OchCBur040_Ex1-3C-lcwgs-1_RG-OchCBur040-LH00516-290-22M5VHLT4-L4-3C-B1	OchCBur040	Och-CBur_040	CBur	modern	Ex1-3C-lcwgs-1	RG-OchCBur040-LH00516-290-22M5VHLT4-L4-3C-B1	4th	Och-CBur_040_Ex1-3C-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_040_Ex1-3C-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_040_Ex1-3C-lcwgs-1-2.2.fq.gz	data/symlinks/OchCBur040_Ex1-3C-lcwgs-1_RG-OchCBur040-LH00516-290-22M5VHLT4-L4-3C-B1_R1.fastq.gz	data/symlinks/OchCBur040_Ex1-3C-lcwgs-1_RG-OchCBur040-LH00516-290-22M5VHLT4-L4-3C-B1_R2.fastq.gz
OchCBur041_Ex1-4B-lcwgs-1_RG-OchCBur041-LH00516-290-22M5VHLT4-L4-4B-B1	OchCBur041	Och-CBur_041	CBur	modern	Ex1-4B-lcwgs-1	RG-OchCBur041-LH00516-290-22M5VHLT4-L4-4B-B1	4th	Och-CBur_041_Ex1-4B-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_041_Ex1-4B-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_041_Ex1-4B-lcwgs-1-2.2.fq.gz	data/symlinks/OchCBur041_Ex1-4B-lcwgs-1_RG-OchCBur041-LH00516-290-22M5VHLT4-L4-4B-B1_R1.fastq.gz	data/symlinks/OchCBur041_Ex1-4B-lcwgs-1_RG-OchCBur041-LH00516-290-22M5VHLT4-L4-4B-B1_R2.fastq.gz
OchCBur045_Ex1-6G-lcwgs-1_RG-OchCBur045-LH00516-290-22M5VHLT4-L4-6G-B1	OchCBur045	Och-CBur_045	CBur	modern	Ex1-6G-lcwgs-1	RG-OchCBur045-LH00516-290-22M5VHLT4-L4-6G-B1	4th	Och-CBur_045_Ex1-6G-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_045_Ex1-6G-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_045_Ex1-6G-lcwgs-1-2.2.fq.gz	data/symlinks/OchCBur045_Ex1-6G-lcwgs-1_RG-OchCBur045-LH00516-290-22M5VHLT4-L4-6G-B1_R1.fastq.gz	data/symlinks/OchCBur045_Ex1-6G-lcwgs-1_RG-OchCBur045-LH00516-290-22M5VHLT4-L4-6G-B1_R2.fastq.gz
OchCBur047_Ex1-8A-lcwgs-1_RG-OchCBur047-LH00516-290-22M5VHLT4-L4-8A-B1	OchCBur047	Och-CBur_047	CBur	modern	Ex1-8A-lcwgs-1	RG-OchCBur047-LH00516-290-22M5VHLT4-L4-8A-B1	4th	Och-CBur_047_Ex1-8A-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_047_Ex1-8A-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_047_Ex1-8A-lcwgs-1-2.2.fq.gz	data/symlinks/OchCBur047_Ex1-8A-lcwgs-1_RG-OchCBur047-LH00516-290-22M5VHLT4-L4-8A-B1_R1.fastq.gz	data/symlinks/OchCBur047_Ex1-8A-lcwgs-1_RG-OchCBur047-LH00516-290-22M5VHLT4-L4-8A-B1_R2.fastq.gz
OchCBur049_Ex1-1D-lcwgs-1_RG-OchCBur049-LH00516-290-22M5VHLT4-L4-1D-B1	OchCBur049	Och-CBur_049	CBur	modern	Ex1-1D-lcwgs-1	RG-OchCBur049-LH00516-290-22M5VHLT4-L4-1D-B1	4th	Och-CBur_049_Ex1-1D-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_049_Ex1-1D-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_049_Ex1-1D-lcwgs-1-2.2.fq.gz	data/symlinks/OchCBur049_Ex1-1D-lcwgs-1_RG-OchCBur049-LH00516-290-22M5VHLT4-L4-1D-B1_R1.fastq.gz	data/symlinks/OchCBur049_Ex1-1D-lcwgs-1_RG-OchCBur049-LH00516-290-22M5VHLT4-L4-1D-B1_R2.fastq.gz
OchCBur051_Ex1-2F-lcwgs-1_RG-OchCBur051-LH00516-290-22M5VHLT4-L4-2F-B1	OchCBur051	Och-CBur_051	CBur	modern	Ex1-2F-lcwgs-1	RG-OchCBur051-LH00516-290-22M5VHLT4-L4-2F-B1	4th	Och-CBur_051_Ex1-2F-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_051_Ex1-2F-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_051_Ex1-2F-lcwgs-1-2.2.fq.gz	data/symlinks/OchCBur051_Ex1-2F-lcwgs-1_RG-OchCBur051-LH00516-290-22M5VHLT4-L4-2F-B1_R1.fastq.gz	data/symlinks/OchCBur051_Ex1-2F-lcwgs-1_RG-OchCBur051-LH00516-290-22M5VHLT4-L4-2F-B1_R2.fastq.gz
OchCBur052_Ex1-3D-lcwgs-1_RG-OchCBur052-LH00516-290-22M5VHLT4-L4-3D-B1	OchCBur052	Och-CBur_052	CBur	modern	Ex1-3D-lcwgs-1	RG-OchCBur052-LH00516-290-22M5VHLT4-L4-3D-B1	4th	Och-CBur_052_Ex1-3D-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_052_Ex1-3D-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_052_Ex1-3D-lcwgs-1-2.2.fq.gz	data/symlinks/OchCBur052_Ex1-3D-lcwgs-1_RG-OchCBur052-LH00516-290-22M5VHLT4-L4-3D-B1_R1.fastq.gz	data/symlinks/OchCBur052_Ex1-3D-lcwgs-1_RG-OchCBur052-LH00516-290-22M5VHLT4-L4-3D-B1_R2.fastq.gz
OchCBur055_Ex1-5G-lcwgs-1_RG-OchCBur055-LH00516-290-22M5VHLT4-L4-5G-B1	OchCBur055	Och-CBur_055	CBur	modern	Ex1-5G-lcwgs-1	RG-OchCBur055-LH00516-290-22M5VHLT4-L4-5G-B1	4th	Och-CBur_055_Ex1-5G-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_055_Ex1-5G-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_055_Ex1-5G-lcwgs-1-2.2.fq.gz	data/symlinks/OchCBur055_Ex1-5G-lcwgs-1_RG-OchCBur055-LH00516-290-22M5VHLT4-L4-5G-B1_R1.fastq.gz	data/symlinks/OchCBur055_Ex1-5G-lcwgs-1_RG-OchCBur055-LH00516-290-22M5VHLT4-L4-5G-B1_R2.fastq.gz
OchCBur056_Ex1-6D-lcwgs-1_RG-OchCBur056-LH00516-290-22M5VHLT4-L4-6D-B1	OchCBur056	Och-CBur_056	CBur	modern	Ex1-6D-lcwgs-1	RG-OchCBur056-LH00516-290-22M5VHLT4-L4-6D-B1	4th	Och-CBur_056_Ex1-6D-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_056_Ex1-6D-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_056_Ex1-6D-lcwgs-1-2.2.fq.gz	data/symlinks/OchCBur056_Ex1-6D-lcwgs-1_RG-OchCBur056-LH00516-290-22M5VHLT4-L4-6D-B1_R1.fastq.gz	data/symlinks/OchCBur056_Ex1-6D-lcwgs-1_RG-OchCBur056-LH00516-290-22M5VHLT4-L4-6D-B1_R2.fastq.gz
OchCBur057_Ex1-6H-lcwgs-1_RG-OchCBur057-LH00516-290-22M5VHLT4-L4-6H-B1	OchCBur057	Och-CBur_057	CBur	modern	Ex1-6H-lcwgs-1	RG-OchCBur057-LH00516-290-22M5VHLT4-L4-6H-B1	4th	Och-CBur_057_Ex1-6H-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_057_Ex1-6H-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-CBur_057_Ex1-6H-lcwgs-1-2.2.fq.gz	data/symlinks/OchCBur057_Ex1-6H-lcwgs-1_RG-OchCBur057-LH00516-290-22M5VHLT4-L4-6H-B1_R1.fastq.gz	data/symlinks/OchCBur057_Ex1-6H-lcwgs-1_RG-OchCBur057-LH00516-290-22M5VHLT4-L4-6H-B1_R2.fastq.gz
